# Mach45 analytic profile (Lowrie & Edwards 2008)
# Np=2000  xmin=1950.0  xmax=2450.0  shock_x=2300.0
# x(cm), rho(g/cc), T_gas(K), Erad(erg/cc), v_x(cm/s)
2208.875, 1.1349805808610547, 58747667.576718375, 9.995239879191802e+16, 503092400.47532773
2209.125, 1.135829818698437, 58841675.43181335, 1.0055780664605952e+17, 502716216.9173882
2209.375, 1.136684818479224, 58935822.41096819, 1.0116659593371646e+17, 502338026.365312
2209.625, 1.1375468921521188, 59030139.164331205, 1.0177892218083774e+17, 501957380.1195985
2209.875, 1.13841498800369, 59124599.55992217, 1.0239468238130622e+17, 501574650.52557164
2210.125, 1.139289009163364, 59219200.598012805, 1.0301387867495262e+17, 501189876.7169409
2210.375, 1.140169015611379, 59313943.025569856, 1.0363653035643008e+17, 500803043.5395255
2210.625, 1.1410550679067166, 59408827.58561149, 1.0426265678971126e+17, 500414135.80351436
2210.875, 1.141947227187455, 59503855.0171199, 1.0489227740730707e+17, 500023138.2859201
2211.125, 1.1428461334818554, 59599039.426252596, 1.0552547357466062e+17, 499629839.1493278
2211.375, 1.1437519652840553, 59694383.96472694, 1.0616227641993704e+17, 499234185.84147596
2211.625, 1.144664074187753, 59789872.82337118, 1.0680262918897456e+17, 498836405.6332181
2211.875, 1.1455825232152814, 59885506.725529395, 1.0744655156779149e+17, 498436483.2778159
2212.125, 1.1465073759681048, 59981286.38969146, 1.0809406330685784e+17, 498034403.5058124
2212.375, 1.1474386966280725, 60077212.52958308, 1.0874518422097562e+17, 497630151.0270114
2212.625, 1.1483765499575818, 60173285.85403847, 1.093999341884271e+17, 497223710.53291744
2212.875, 1.1493211732358495, 60269510.89586298, 1.1005835114052754e+17, 496815009.49520206
2213.125, 1.1502734069576763, 60365905.42524072, 1.1072053553290397e+17, 496403776.42364603
2213.375, 1.1512323515560192, 60462448.49986462, 1.1138640594166784e+17, 495990318.47399443
2213.625, 1.1521980736878223, 60559140.81058313, 1.1205598248689275e+17, 495574620.3564067
2213.875, 1.1531706405914104, 60655983.04281207, 1.1272928534864794e+17, 495156666.77243197
2214.125, 1.1541501200869313, 60752975.87645786, 1.1340633476636253e+17, 494736442.4172388
2214.375, 1.1551365805761062, 60850119.98575479, 1.1408715103772048e+17, 494313931.9821243
2214.625, 1.1561300910477765, 60947416.03966159, 1.1477175452154664e+17, 493889120.15452963
2214.875, 1.1571307210930641, 61044864.70316091, 1.1546016564723382e+17, 493461991.61396635
2215.125, 1.158138924679338, 61142474.764572084, 1.1615244382792918e+17, 493032407.03973186
2215.375, 1.1591549060544408, 61240249.53175252, 1.168486225460573e+17, 492600309.53088206
2215.625, 1.1601781959718105, 61338178.14201353, 1.1754866737209586e+17, 492165859.0042726
2215.875, 1.1612088659043733, 61436261.237137325, 1.1825259894317222e+17, 491729040.2226418
2216.125, 1.1622469879070167, 61534499.45247528, 1.18960437949013e+17, 491289837.9588771
2216.375, 1.163292634616591, 61632893.41682918, 1.196722051310304e+17, 490848236.99827665
2216.625, 1.164345879287852, 61731443.755099274, 1.2038792130595963e+17, 490404222.12565875
2216.875, 1.165406795790141, 61830151.08784491, 1.2110760736241578e+17, 489957778.12912613
2217.125, 1.1664754585699724, 61929016.02826515, 1.218312842342753e+17, 489508889.8180988
2217.375, 1.1675519426394723, 62028039.18123041, 1.2255897289195427e+17, 489057542.0303184
2217.625, 1.1686363235954398, 62127221.14464999, 1.2329069435453294e+17, 488603719.6259801
2217.875, 1.169728677618517, 62226562.50930778, 1.2402646968826242e+17, 488147407.49023145
2218.125, 1.1708293223789425, 62326068.61501592, 1.2476634332688283e+17, 487688515.8698657
2218.375, 1.1719384236921853, 62425741.68218857, 1.255103446270033e+17, 487227003.2526919
2218.625, 1.1730557018269323, 62525575.18854926, 1.2625846010106008e+17, 486762965.77725714
2218.875, 1.174181234924499, 62625569.70272803, 1.270107110408269e+17, 486296388.45370287
2219.125, 1.1753151016918428, 62725725.7846416, 1.2776711876845222e+17, 485827256.3333234
2219.375, 1.1764573814201058, 62826043.986538425, 1.2852770464815326e+17, 485355554.5028812
2219.625, 1.1776081539861667, 62926524.85299855, 1.292924900863137e+17, 484881268.0859903
2219.875, 1.1787674998515765, 63027168.920778275, 1.3006149652980637e+17, 484404382.24556273
2220.125, 1.1799355000693335, 63127976.71905906, 1.3083474546958594e+17, 483924882.1830128
2220.375, 1.181112236352472, 63228948.77283993, 1.316122584856407e+17, 483442753.11217564
2220.625, 1.1822977910224814, 63330085.60015297, 1.3239405721101922e+17, 482957980.28262454
2220.875, 1.1834922469587128, 63431387.70939408, 1.3318016329687141e+17, 482470549.0023237
2221.125, 1.184695687619269, 63532855.600314625, 1.3397059842559138e+17, 481980444.6309171
2221.375, 1.1859081970506824, 63634489.76442867, 1.3476538431631973e+17, 481487652.57765025
2221.625, 1.1871298598866808, 63736290.68486615, 1.355645427231116e+17, 480992158.30374414
2221.875, 1.1883607612866998, 63838258.83362058, 1.363680953931668e+17, 480493947.3490913
2222.125, 1.1896009872016198, 63940394.68297482, 1.3717606424196245e+17, 479993005.22665733
2222.375, 1.1908506242809063, 64042698.70126856, 1.3798847128993331e+17, 479489317.4624359
2222.625, 1.1921097594356431, 64145171.33401109, 1.3880533837204618e+17, 478982869.7733529
2222.875, 1.1933784803357608, 64247813.02527457, 1.3962668746646352e+17, 478473647.8682609
2223.125, 1.1946568752372555, 64350624.21013646, 1.4045254057880694e+17, 477961637.51953757
2223.375, 1.1959450329820465, 64453605.31459857, 1.4128291974102835e+17, 477446824.56485665
2223.625, 1.1972430430036252, 64556756.75572743, 1.4211784701406344e+17, 476929194.9066305
2223.875, 1.1985509954288243, 64660078.94540662, 1.4295734455317763e+17, 476408734.4732657
2224.125, 1.1998689810711982, 64763572.28995779, 1.4380143460195222e+17, 475885429.2238747
2224.375, 1.2011970912576027, 64867237.18353727, 1.44650139377626e+17, 475359265.218982
2224.625, 1.202535417875763, 64971074.00988636, 1.4550348110141046e+17, 474830228.6030382
2224.875, 1.2038840534136879, 65075083.14374832, 1.463614820231314e+17, 474298305.5903668
2225.125, 1.205243090960593, 65179264.95083553, 1.472241644206383e+17, 473763482.4664273
2225.375, 1.206612624207855, 65283619.78779926, 1.4809155059921808e+17, 473225745.58905166
2225.625, 1.2079927474500127, 65388148.00220292, 1.489636628910233e+17, 472685081.38964456
2225.875, 1.2093835555858015, 65492849.93249815, 1.4984052365450506e+17, 472141476.37435645
2226.125, 1.2107851441192432, 65597725.90800505, 1.5072215527386627e+17, 471594917.1252179
2226.375, 1.2121976091607554, 65702776.24889349, 1.5160858015850784e+17, 471045390.3012527
2226.625, 1.2136210474283264, 65808001.26616948, 1.5249982074250384e+17, 470492882.639549
2226.875, 1.2150555562487284, 65913401.26166385, 1.5339589948407923e+17, 469937380.9563022
2227.125, 1.2165015462790671, 66018981.39924247, 1.5429686429505693e+17, 469378788.3333964
2227.375, 1.2179592250983657, 66124743.545812555, 1.552027462177796e+17, 468817063.6886846
2227.625, 1.2194283150254077, 66230682.04897001, 1.5611353701261155e+17, 468252295.63794786
2227.875, 1.220908916377421, 66336797.167227745, 1.570292592683988e+17, 467684471.3162653
2228.125, 1.2224011300990587, 66443089.14980296, 1.5794993560208618e+17, 467113577.93975955
2228.375, 1.2239050577646993, 66549558.236625805, 1.58875588658692e+17, 466539602.806179
2228.625, 1.2254208015808008, 66656204.65834993, 1.598062411112932e+17, 465962533.29545134
2228.875, 1.2269484643883493, 66763028.63636746, 1.607419156610437e+17, 465382356.87019324
2229.125, 1.2284881496653797, 66870030.382826395, 1.616826350372127e+17, 464799061.07618564
2229.375, 1.2300399615295778, 66977210.10065139, 1.6262842199724765e+17, 464212633.5428111
2229.625, 1.2316040047409655, 67084567.9835676, 1.6357929932686374e+17, 463623061.98345405
2229.875, 1.2331813021629576, 67192117.37747495, 1.6453535970589603e+17, 463030100.60334927
2230.125, 1.2347713672886056, 67299849.74283314, 1.6549658000826157e+17, 462433890.5342382
2230.375, 1.2363740318247605, 67407761.25934973, 1.664629619837828e+17, 461834490.22326577
2230.625, 1.2379894033359204, 67515852.06543194, 1.674345283569959e+17, 461231887.8572035
2230.875, 1.2396175899503923, 67624122.28612019, 1.6841130182536096e+17, 460626071.743324
2231.125, 1.2412587006227522, 67732572.0456142, 1.693933052166772e+17, 460017030.21301264
2231.375, 1.2429128449581237, 67841201.4586245, 1.703805613804232e+17, 459404751.6888453
2231.625, 1.2445807008753522, 67950018.32854618, 1.7137313444641398e+17, 458789085.1221229
2231.875, 1.2462628399595406, 68059028.79083653, 1.72371079949733e+17, 458169908.20253056
2232.125, 1.247958398835828, 68168219.6018042, 1.7337434948231203e+17, 457547450.54935384
2232.375, 1.2496674901591627, 68277590.82953836, 1.7438296592818448e+17, 456921701.0164151
2232.625, 1.251390227235657, 68387142.53214079, 1.753969521841105e+17, 456292648.5558342
2232.875, 1.2531267240246573, 68496874.75773516, 1.7641633115908227e+17, 455660282.2184519
2233.125, 1.25487784850878, 68606797.26401588, 1.774411782956865e+17, 455024411.5958537
2233.375, 1.256644129455427, 68716915.16661, 1.784715443484266e+17, 454384930.227024
2233.625, 1.25842457248755, 68827214.04184839, 1.795073743712759e+17, 453742093.4427837
2233.875, 1.2602192946082973, 68937693.88459505, 1.8054869125492384e+17, 453095890.76808393
2234.125, 1.2620284134858817, 69048354.67993905, 1.8159551789961907e+17, 452446311.8289314
2234.375, 1.2638526929239087, 69159204.3784051, 1.8264792058919277e+17, 451793196.5994723
2234.625, 1.2656931668337, 69270253.99196744, 1.8370598266190525e+17, 451136325.6302479
2234.875, 1.2675484538167998, 69381484.78761533, 1.8476962559894528e+17, 450476038.8451211
2235.125, 1.2694186747183667, 69492896.70537896, 1.858388723137442e+17, 449812326.32881826
2235.375, 1.2713039510565987, 69604489.67501432, 1.8691374572357974e+17, 449145178.2708066
2235.625, 1.2732063274688432, 69716286.33714604, 1.8799439312647664e+17, 448474150.9461576
2235.875, 1.2751245882181896, 69828270.39329554, 1.8908074923951478e+17, 447799541.5240837
2236.125, 1.2770583349577205, 69940435.51541625, 1.90172802973374e+17, 447121459.0438277
2236.375, 1.27900769240977, 70052781.58511728, 1.9127057722665923e+17, 446439894.1752485
2236.625, 1.2809746959227528, 70165330.22071578, 1.923742145144328e+17, 445754416.2743344
2236.875, 1.2829584094328192, 70278068.78318785, 1.9348366953747363e+17, 445065255.32753074
2237.125, 1.2849581760048212, 70390988.10274744, 1.9459891573056944e+17, 444372576.22885484
2237.375, 1.2869741235695409, 70504088.0043004, 1.9571997593786195e+17, 443676370.1512969
2237.625, 1.2890092406614027, 70617399.65157267, 1.9684704629200458e+17, 442976011.78223026
2237.875, 1.2910609562863216, 70730892.75810865, 1.9797998395273805e+17, 442272080.5767447
2238.125, 1.293129307334757, 70844566.07531138, 1.9911880601425504e+17, 441564588.37668234
2238.375, 1.2952160206578769, 70958436.33820267, 2.0026362932262458e+17, 440853189.19296753
2238.625, 1.297321260328085, 71072503.25658022, 2.0141447689609616e+17, 440137872.7656312
2238.875, 1.2994435994611717, 71186749.86470503, 2.0257127898725754e+17, 439418962.7207219
2239.125, 1.3015840688975435, 71301185.1383931, 2.0373410975041123e+17, 438696264.8352393
2239.375, 1.3037444429294693, 71415825.34623572, 2.0490308443262445e+17, 437969434.97127366
2239.625, 1.305922390197099, 71530644.57275958, 2.0607808345472022e+17, 437238980.2733187
2239.875, 1.308118840257774, 71645650.41519186, 2.0725917700780394e+17, 436504730.7118585
2240.125, 1.3103359921554845, 71760862.82370538, 2.084464932343974e+17, 435766265.03097606
2240.375, 1.3125712015064663, 71876253.43806005, 2.0963990362528502e+17, 435024144.5197923
2240.625, 1.3148258934883073, 71991834.34652537, 2.1083950033415005e+17, 434278104.9233512
2240.875, 1.3171015093156966, 72107617.37429918, 2.1204537461907062e+17, 433527883.9470385
2241.125, 1.319395675655912, 72223577.63510728, 2.1325741190373104e+17, 432773979.9600187
2241.375, 1.321710953510971, 72339737.3880955, 2.1447576191547136e+17, 432015911.6931622
2241.625, 1.324046750706248, 72456088.85980608, 2.1570040630631053e+17, 431253822.80961573
2241.875, 1.3264016018322418, 72572616.44474919, 2.1693128228493584e+17, 430488024.08803236
2242.125, 1.328779859929454, 72689357.84041296, 2.181686272433351e+17, 429717699.3897999
2242.375, 1.3311775937653065, 72806275.03883307, 2.1941225253815053e+17, 428943634.88061357
2242.625, 1.3335970679434657, 72923386.28156623, 2.206622861210953e+17, 428165423.0475294
2242.875, 1.3360385892230875, 73040692.01386449, 2.219187561007115e+17, 427383033.87970245
2243.125, 1.3385004764947857, 73158175.31366915, 2.2318159213487946e+17, 426596811.9253589
2243.375, 1.3409867042297419, 73275868.26745966, 2.2445100127050896e+17, 425806041.24501747
2243.625, 1.3434932544829623, 73393734.13454652, 2.2572680111374326e+17, 425011499.38629997
2243.875, 1.3460240925328966, 73511804.1455159, 2.2700919410671702e+17, 424212481.96508765
2244.125, 1.3485766687806688, 73630054.63732952, 2.282980718294466e+17, 423409486.8501308
2244.375, 1.35115294578773, 73748499.4385085, 2.2959353828099206e+17, 422602185.96287453
2244.625, 1.3537525020923276, 73867132.74950875, 2.3089558637955184e+17, 421790685.43797666
2244.875, 1.3563754936785368, 73985953.37402496, 2.322042348961171e+17, 420974988.2153599
2245.125, 1.359022999075797, 74104967.4772644, 2.3351954498424976e+17, 420154932.10680026
2245.375, 1.3616940050659765, 74224164.57554846, 2.3484148283754182e+17, 419330728.5511958
2245.625, 1.3643904443825199, 74343557.19100867, 2.361701459654554e+17, 418502068.4673916
2245.875, 1.3671107884319427, 74463131.05380793, 2.375054787344532e+17, 417669251.67152923
2246.125, 1.3698571610673977, 74582899.70536606, 2.3884758463791734e+17, 416831941.4321283
2246.375, 1.3726281904784379, 74702850.2772291, 2.401964159619295e+17, 415990407.7290172
2246.625, 1.3754255109436189, 74822992.27244012, 2.4155205324236406e+17, 415144403.2447004
2246.875, 1.3782485970460427, 74943319.14095737, 2.4291448486743312e+17, 414294052.1813112
2247.125, 1.3810978950594806, 75063831.57124025, 2.4428374093544832e+17, 413439311.47055036
2247.375, 1.3839744341509188, 75184533.95997407, 2.4565987302760403e+17, 412580045.61501837
2247.625, 1.38687675692071, 75305413.68125103, 2.4704283512339635e+17, 411716528.1709711
2247.875, 1.3898081717192492, 75426490.43943547, 2.4843276680676925e+17, 410848252.7795994
2248.125, 1.3927651851186518, 75547738.06269006, 2.4982954371289946e+17, 409975823.10716724
2248.375, 1.3957523189196461, 75669183.72438192, 2.512333487391819e+17, 409098544.1313007
2248.625, 1.3987664769856012, 75790804.24625504, 2.526440744887777e+17, 408216950.7803282
2248.875, 1.4018094254015452, 75912608.39260064, 2.5406179788108886e+17, 407330795.58435184
2249.125, 1.4048822150899936, 76034599.7376509, 2.5548656578694586e+17, 406439952.6158136
2249.375, 1.4079827250359211, 76156762.36142541, 2.569183125775418e+17, 405544788.9940114
2249.625, 1.4111150172426028, 76279118.16989353, 2.5835719186680704e+17, 404644712.7497512
2249.875, 1.414276536856425, 76401648.59309644, 2.5980312267227347e+17, 403740158.24747187
2250.125, 1.4174675469760196, 76524352.55852075, 2.6125612526150723e+17, 402831119.6126163
2250.375, 1.4206916322500454, 76647247.74934678, 2.6271632873600432e+17, 401917096.29676896
2250.625, 1.4239456678413571, 76770313.07992128, 2.6418363714368483e+17, 400998598.7121645
2250.875, 1.4272307418436292, 76893551.95440799, 2.6565809671244445e+17, 400075500.6881688
2251.125, 1.4305498303774995, 77016977.52881989, 2.6713981038857808e+17, 399147406.85051477
2251.375, 1.4339002763394335, 77140572.09943958, 2.6862870158319738e+17, 398214748.47633606
2251.625, 1.4372825881478244, 77264335.56739128, 2.701247964354674e+17, 397277488.6880273
2251.875, 1.4407004642201036, 77388283.94168389, 2.7162821520759667e+17, 396335140.43613905
2252.125, 1.4441513301400817, 77512400.4969316, 2.7313888688087062e+17, 395388116.0694265
2252.375, 1.4476355286869556, 77636683.97519258, 2.746568306369856e+17, 394436406.67332345
2252.625, 1.451154693917718, 77761139.28777689, 2.761821017164711e+17, 393479825.84253937
2252.875, 1.45471010298481, 77885769.0756677, 2.777147420624382e+17, 392518243.82653785
2253.125, 1.458300354247293, 78010563.24909016, 2.7925471907009187e+17, 391551898.429748
2253.375, 1.4619259942950291, 78135521.19066529, 2.808020555066726e+17, 390580757.4690579
2253.625, 1.465588170779408, 78260644.82640398, 2.8235678923379382e+17, 389604710.3656441
2253.875, 1.4692887588683767, 78385938.85116158, 2.8391897473783952e+17, 388623555.640186
2254.125, 1.4730263078358405, 78511393.2713613, 2.8548857987524262e+17, 387637533.60951287
2254.375, 1.4768013877314, 78637007.15766013, 2.8706562563120723e+17, 386646614.66108704
2254.625, 1.4806145749809485, 78762779.4975454, 2.886501324504016e+17, 385650769.914712
2254.875, 1.4844666696434596, 78888710.05813621, 2.902421253116904e+17, 384649943.6939096
2255.125, 1.4883597436540206, 79014803.33458404, 2.918416569925186e+17, 383643923.5581015
2255.375, 1.492292576476338, 79141050.71366149, 2.934487029547288e+17, 382632914.9648224
2255.625, 1.496265768822644, 79267450.87253542, 2.950632817932758e+17, 381616891.5855955
2255.875, 1.5002799284548314, 79394002.39195536, 2.966854117311981e+17, 380595827.7078146
2256.125, 1.5043356693757328, 79520703.7854791, 2.9831511024532506e+17, 379569698.45319885
2256.375, 1.508433612268321, 79647553.48659271, 2.99952394231502e+17, 378538479.67593044
2256.625, 1.512574384588622, 79774549.84770337, 3.01597280018397e+17, 377502147.9503998
2256.875, 1.516758792688603, 79901691.69870059, 3.032497866656685e+17, 376460660.4540378
2257.125, 1.5209880299940697, 80028978.92362636, 3.049099393736757e+17, 375413931.985543
2257.375, 1.525261887077693, 80156406.81436868, 3.0657773602307437e+17, 374362042.0807327
2257.625, 1.5295810173390578, 80283973.41243145, 3.082531910431098e+17, 373304969.7687662
2257.875, 1.5339460814306556, 80411676.67105243, 3.0993631836513e+17, 372242694.73530424
2258.125, 1.538357746715301, 80539514.4807578, 3.1162713117072186e+17, 371175197.4659071
2258.375, 1.542816687699782, 80667484.65379319, 3.133256420457469e+17, 370102459.1501525
2258.625, 1.5473235861006904, 80795584.92425571, 3.1503186297972934e+17, 369024461.6766766
2258.875, 1.5518791308963529, 80923812.94886078, 3.1674580535921184e+17, 367941187.63161397
2259.125, 1.5564840183791089, 81052166.3077358, 3.184674799610433e+17, 366852620.29693604
2259.375, 1.5611389522778922, 81180642.50167553, 3.201968969736403e+17, 365758743.6323005
2259.625, 1.5658446444782943, 81309238.91928424, 3.219340662552194e+17, 364659542.1182769
2259.875, 1.5706018142155818, 81437952.88221404, 3.23678996977221e+17, 363555000.9586694
2260.125, 1.5754111880911006, 81566781.64776897, 3.254316976040068e+17, 362445106.08625484
2260.375, 1.5802737184190485, 81695722.84116249, 3.271921786140139e+17, 361329822.2551835
2260.625, 1.5851908872958842, 81824774.96345052, 3.2896045550812166e+17, 360209064.12715834
2260.875, 1.590162652262159, 81953933.34048873, 3.3073652468732806e+17, 359082900.4400287
2261.125, 1.5951897733745597, 82083194.9041094, 3.325203918968608e+17, 357951320.07013637
2261.375, 1.6002730189108096, 82212556.4960349, 3.34312062354254e+17, 356814312.4851284
2261.625, 1.605413165655587, 82342014.85581267, 3.36111540825719e+17, 355671867.6930174
2261.875, 1.6106109980610883, 82471566.67602818, 3.379188312704118e+17, 354523976.44107413
2262.125, 1.6158673086766961, 82601208.58103852, 3.397339369775428e+17, 353370630.12951505
2262.375, 1.6211847702827247, 82730939.71796937, 3.4155687591766285e+17, 352211650.3251283
2262.625, 1.626563005514142, 82860754.61146215, 3.433876384027903e+17, 351047142.29919297
2262.875, 1.6320023335032874, 82990648.91941807, 3.452262212095611e+17, 349877145.7526045
2263.125, 1.6375035827807483, 83120618.95924148, 3.4707262478090035e+17, 348701654.8667826
2263.375, 1.6430681451158082, 83250661.5310593, 3.489268525569469e+17, 347520616.38411343
2263.625, 1.6486990656969127, 83380774.87277979, 3.5078891592617856e+17, 346333839.19461066
2263.875, 1.6543946448950047, 83510952.1448083, 3.52658796124734e+17, 345141543.2672086
2264.125, 1.660155748870495, 83641189.35007454, 3.545364907666459e+17, 343943725.4237216
2264.375, 1.6659854308562518, 83771484.10362022, 3.564220063486899e+17, 342740204.1561126
2264.625, 1.6718843252154547, 83901831.68702523, 3.583153354728127e+17, 341531003.91681725
2264.875, 1.6778516074754972, 84032226.44116667, 3.602164652288555e+17, 340316266.4946215
2265.125, 1.6838904011095484, 84162665.26639922, 3.621253970641113e+17, 339095816.2681621
2265.375, 1.6900019218132845, 84293143.54345754, 3.64042123172175e+17, 337869635.7777852
2265.625, 1.6961847945875967, 84423655.42579317, 3.65966628762181e+17, 336637909.4679177
2265.875, 1.7024440331109993, 84554197.7895003, 3.6789891295792474e+17, 335400329.91509426
2266.125, 1.7087778264944191, 84684764.59365298, 3.698389591833388e+17, 334157116.0952798
2266.375, 1.7151880409036202, 84815351.15127045, 3.717867573146633e+17, 332908207.29867977
2266.625, 1.721677495593068, 84945952.64970279, 3.737422958375693e+17, 331653477.3582949
2266.875, 1.7282443139255672, 85076563.40268159, 3.757055596747668e+17, 330393145.11216086
2267.125, 1.7348942911268668, 85207178.42561366, 3.77676533768385e+17, 329126878.0171635
2267.375, 1.7416234958909198, 85337792.1796111, 3.796552039368339e+17, 327855039.0079004
2267.625, 1.7484389785096308, 85468398.8108772, 3.816415478827988e+17, 326577221.41350424
2267.875, 1.7553365098117735, 85598993.24455984, 3.836355536588101e+17, 325293803.0723592
2268.125, 1.762322605486792, 85729568.7919117, 3.8563719280089235e+17, 324004429.08256346
2268.375, 1.7693945650482008, 85860120.40269615, 3.876464522004415e+17, 322709369.2823334
2268.625, 1.7765565095276676, 85990641.2919818, 3.896633030989546e+17, 321408440.16368634
2268.875, 1.7838091642738492, 86121125.42151153, 3.9168772276770003e+17, 320101687.01224136
2269.125, 1.7911523231318955, 86251567.40213487, 3.9371969270794816e+17, 318789211.2230985
2269.375, 1.7985921081837484, 86381958.39059418, 3.957591675596064e+17, 317470722.9730694
2269.625, 1.8061255620491579, 86512294.23638995, 3.978061372548474e+17, 316146499.74611175
2269.875, 1.8137555024699774, 86642567.68696547, 3.998605677193089e+17, 314816460.7483818
2270.125, 1.821486316954396, 86772769.85158247, 4.019224123832225e+17, 313480441.4969296
2270.375, 1.8293163858983965, 86902896.09082367, 4.039916554891585e+17, 312138634.70912945
2270.625, 1.8372477032433623, 87032939.26660386, 4.06068261946782e+17, 310791018.8014463
2270.875, 1.8452849165836689, 87162889.59278126, 4.0815217651213e+17, 309437428.83137566
2271.125, 1.85342809512918, 87292741.06462929, 4.102433711110677e+17, 308077963.1335539
2271.375, 1.8616784431092708, 87422486.79328893, 4.123418104538613e+17, 306712654.8345655
2271.625, 1.8700380770951812, 87552118.90394288, 4.144474514480518e+17, 305341489.2709221
2271.875, 1.878509146931185, 87681629.36390257, 4.165602488642783e+17, 303964453.59084946
2272.125, 1.8870959174578532, 87811007.47630219, 4.1868013699353056e+17, 302581431.0332005
2272.375, 1.895798308964224, 87940247.41176313, 4.20807085004827e+17, 301192532.71545583
2272.625, 1.9046185046041637, 88069340.75979257, 4.229410421542161e+17, 299797753.77872473
2272.875, 1.9135587844325963, 88198278.8572393, 4.2508195495998214e+17, 298397087.9059657
2273.125, 1.922621463898518, 88327052.89002614, 4.2722976776013024e+17, 296990530.4802223
2273.375, 1.9318088942998155, 88455653.89710017, 4.293844226996886e+17, 295578078.5623177
2273.625, 1.9411234632152605, 88584072.77170643, 4.315458597124979e+17, 294159730.8727277
2273.875, 1.9505675949765613, 88712300.2665792, 4.337140165095037e+17, 292735487.7679533
2274.125, 1.9601437508372286, 88840326.97695433, 4.3588882850591206e+17, 291305351.2627651
2274.375, 1.969854429595293, 88968143.35770077, 4.3807022883922726e+17, 289869324.9838237
2274.625, 1.9797021683818024, 89095739.7501204, 4.402581484161507e+17, 288427414.10129493
2274.875, 1.9896895429903572, 89223106.37479995, 4.4245251586694976e+17, 286979625.33005583
2275.125, 1.9998191683879685, 89350233.33743984, 4.446532575347344e+17, 285525966.90444034
2275.375, 2.010093698945452, 89477110.6233206, 4.468602974069738e+17, 284066448.5936298
2275.625, 2.020516222509945, 89603727.3852823, 4.490735516404755e+17, 282601066.42857593
2275.875, 2.031091486454968, 89730069.6760141, 4.5129291090069664e+17, 281129757.4423161
2276.125, 2.0418202535306778, 89856130.69505449, 4.535183188411367e+17, 279652616.2724794
2276.375, 2.052705350226057, 89981899.99156733, 4.557496896197669e+17, 278169658.9228948
2276.625, 2.063749645223766, 90107367.02946186, 4.579869349820573e+17, 276680902.79782885
2276.875, 2.074959192886109, 90232515.01906355, 4.6022991595144557e+17, 275186257.0129513
2277.125, 2.0863354667374905, 90357335.9555368, 4.6247855978955315e+17, 273685798.95234793
2277.375, 2.097880240640541, 90481821.42819484, 4.647327890236082e+17, 272179594.4457476
2277.625, 2.1095999806265584, 90605953.60447451, 4.6699244981954016e+17, 270667555.20044327
2277.875, 2.121497064395398, 90729722.82865278, 4.6925745037508384e+17, 269149735.3908304
2278.125, 2.1335728708701085, 90853121.64579323, 4.715277144956676e+17, 267626221.29882568
2278.375, 2.145836685531482, 90976126.09340857, 4.738030313118324e+17, 266096855.52997458
2278.625, 2.1582856918783446, 91098737.67173651, 4.760833919285274e+17, 264561859.9654042
2278.875, 2.1709303465036336, 91220929.77773629, 4.783685581149856e+17, 263021056.77194846
2279.125, 2.1837681673236915, 91342703.5941096, 4.806585143290328e+17, 261474656.15937984
2279.375, 2.1968103998295905, 91464030.6125538, 4.829529996059664e+17, 259922475.63086155
2279.625, 2.2100547537928827, 91584911.96194388, 4.852519933948429e+17, 258364720.28658506
2279.875, 2.2235103391592, 91705323.79795639, 4.875552661060765e+17, 256801282.1399768
2280.125, 2.237179712128861, 91825256.82512346, 4.898627052200409e+17, 255232238.0696937
2280.375, 2.2510659752326125, 91944700.7470398, 4.9217418723357664e+17, 253657649.83653066
2280.625, 2.265178049602109, 92063632.18475991, 4.9448947427699136e+17, 252077438.45334443
2280.875, 2.2795183211206447, 92182042.67647895, 4.9680845103954234e+17, 250491694.3817347
2281.125, 2.2940911099245525, 92299919.58034548, 4.991309636346108e+17, 248900461.11480635
2281.375, 2.3089019842551237, 92417247.54149358, 5.0145683077234144e+17, 247303756.97430363
2281.625, 2.3239578769059115, 92534008.18990533, 5.03785840363736e+17, 245701576.01256958
2281.875, 2.3392643270424656, 92650186.54530573, 5.0611780522571e+17, 244093950.08373708
2282.125, 2.3548257121471, 92765770.55641784, 5.084525599677956e+17, 242480939.28421408
2282.375, 2.370648043049292, 92880744.59062342, 5.107899029539198e+17, 240862572.70768753
2282.625, 2.3867374493373106, 92995092.96406008, 5.1312962708308634e+17, 239238882.237799
2282.875, 2.403100183217011, 93108799.9618409, 5.154715200296444e+17, 237609902.29318494
2283.125, 2.4197426207753936, 93221849.84980948, 5.178153640836239e+17, 235975669.84415725
2283.375, 2.4366712631111738, 93334226.88468829, 5.201609359790834e+17, 234336224.43909425
2283.625, 2.4538927369092844, 93445915.32229908, 5.225080066537665e+17, 232691608.27953404
2283.875, 2.471413799839857, 93556899.44416325, 5.2485634167356064e+17, 231041865.83522698
2284.125, 2.48924398505998, 93667157.36394258, 5.272056414079622e+17, 229387001.4234682
2284.375, 2.507388985061363, 93776676.57868785, 5.2955568890070496e+17, 227727088.82730383
2284.625, 2.5258553727398687, 93885442.88907172, 5.319062454083967e+17, 226062190.07853973
2284.875, 2.5446504670552867, 93993440.75024946, 5.3425705302682726e+17, 224392359.20022914
2285.125, 2.563786437790587, 94100643.74911721, 5.366077384513875e+17, 222717586.18119594
2285.375, 2.5832683789917503, 94207042.41163583, 5.3895808843333965e+17, 221037969.68630096
