# Digitized from Steinberg & Heizler 2022, ApJS 258, 14 (arXiv:2108.13453) Fig. 5(e)
# Cylindrical hohlraum material temperature along r=0.05 cm at t=10 ns.
# z(cm), T(keV)  DIMC
# z,T_keV
1.2103398,0.0025643217
1.2138234,0.0025643217
1.2173071,0.0025643217
1.2207908,0.0025643217
1.2242744,0.0025643217
1.2277581,0.0025643217
1.2312418,0.0025643217
1.2347254,0.0025643217
1.2382091,0.0025643217
1.2416927,0.0025643217
1.2451764,0.0025643217
1.2486601,0.0025643217
1.2521437,0.0025643217
1.2556274,0.0025643217
1.2591111,0.0025643217
1.2625947,0.0025643217
1.2660784,0.0025643217
1.2695621,0.0025643217
1.2730457,0.0025643217
1.2765294,0.0025643217
1.2800131,0.0025643217
1.2834967,0.0025643217
1.2869804,0.0025643217
1.2904641,0.0025643217
1.2939477,0.0025643217
1.2974314,0.0025643217
1.300915,0.0025643217
1.3043987,0.0025643217
1.3078824,0.0025643217
1.311366,0.0025643217
1.3148497,0.0025643217
1.3183334,0.0025643217
1.321817,0.0025643217
1.3253007,0.0025643217
1.3287844,0.0025643217
1.332268,0.0025643217
1.3357517,0.0025643217
1.3392354,0.0025643217
1.342719,0.0025643217
1.3462027,0.098900134
1.3496864,0.37505551
1.35317,0.65121088
1.3566537,0.7919035
1.3601373,0.7875994
1.363621,0.78329529
1.3671047,0.77417094
1.3705883,0.76193024
1.374072,0.74968955
1.3775557,0.72767611
1.3810393,0.70225575
1.384523,0.67683539
1.3880067,0.63982176
1.3914903,0.60101183
1.394974,0.5622019
